receptor	ligand_abundant_rank	receptor_scarce_rank	abund_lig_scarce_rec_rank
TACR1	0.838479809976247	0.28735632183908044	0.6395873629916183
IL6R	0.7672209026128266	0.3132183908045977	0.6389426176660219
NOTCH1	0.9928741092636579	0.2413793103448276	0.6376531270148291
MCHR1	0.3515439429928741	0.6810344827586207	0.6370083816892328
EPHA6	0.8669833729216152	0.27586206896551724	0.63571889103804
NPFFR1	0.38004750593824227	0.6264367816091954	0.6350741457124436
PRLHR	0.9097387173396675	0.2614942528735632	0.6344294003868471
EPHA5	0.8669833729216152	0.27298850574712646	0.632495164410058
PTCH2	0.8907363420427553	0.26436781609195403	0.6312056737588653
IL1RAPL1	0.665083135391924	0.35344827586206895	0.6299161831076725
IL1R2	0.3491686460807601	0.6695402298850575	0.6266924564796905
IL17RC	0.3515439429928741	0.6637931034482759	0.6254029658284977
SSTR3	0.9667458432304038	0.2413793103448276	0.6254029658284977
CSF1R	0.5083135391923991	0.45689655172413796	0.624113475177305
PROKR2	0.32066508313539194	0.7155172413793104	0.6196002578981302
TNFRSF25	0.7315914489311164	0.3103448275862069	0.6176660219213411
ERBB4	0.9168646080760094	0.2471264367816092	0.6163765312701482
FGFR2	0.9691211401425178	0.23275862068965517	0.6150870406189555
IL18R1	0.665083135391924	0.3390804597701149	0.6144422952933591
FZD4	0.9477434679334917	0.23563218390804597	0.6099290780141844
IL1RAP	0.5083135391923991	0.4367816091954023	0.6079948420373952
IL27RA	0.38717339667458434	0.5718390804597702	0.6067053513862024
GFRA3	0.8242280285035629	0.2672413793103448	0.6047711154094133
ACKR2	0.6033254156769596	0.3649425287356322	0.6041263700838169
KREMEN2	0.6057007125890737	0.3620689655172414	0.6021921341070278
MERTK	0.8954869358669834	0.23850574712643677	0.5938104448742747
MPL	0.44655581947743467	0.47413793103448276	0.5931656995486783
ROBO1	0.9738717339667459	0.21551724137931033	0.5918762088974855
CXCR5	0.3515439429928741	0.5747126436781609	0.5847840103159252
IGFLR1	0.42042755344418054	0.47988505747126436	0.5834945196647324
EPHA7	0.9477434679334917	0.21264367816091953	0.5828497743391361
NPSR1	0.3515439429928741	0.5689655172413793	0.5789813023855577
IFNAR2	0.5653206650831354	0.34770114942528735	0.5764023210831721
TGFBR2	0.9809976247030879	0.19827586206896552	0.5718891038039974
CNTFR	0.4346793349168646	0.4425287356321839	0.5667311411992263
MC1R	0.6365795724465558	0.2988505747126437	0.5641521598968408
IL13RA2	0.48931116389548696	0.3879310344827586	0.5635074145712443
MCHR2	0.3515439429928741	0.5172413793103449	0.5506125080593166
CD27	0.2921615201900237	0.6120689655172413	0.5460992907801419
NTRK3	0.5866983372921615	0.3045977011494253	0.5454545454545454
IL31RA	0.3515439429928741	0.5028735632183908	0.5390070921985816
NPY1R	0.9786223277909739	0.1724137931034483	0.5209542230818827
SCTR	0.9026128266033254	0.1867816091954023	0.5203094777562862
UNC5A	0.7410926365795725	0.22701149425287356	0.5196647324306899
BAMBI	0.9263657957244655	0.1810344827586207	0.5183752417794971
OPRK1	0.7458432304038005	0.22413793103448276	0.5170857511283043
FZD5	0.9477434679334917	0.1752873563218391	0.5145067698259188
CSF2RB	0.27790973871733965	0.5977011494252874	0.5138620245003224
EGFR	0.9643705463182898	0.16954022988505746	0.5112830431979368
OXTR	0.6460807600950119	0.25287356321839083	0.5093488072211476
KISS1R	0.6983372921615202	0.22988505747126436	0.5041908446163765
BDKRB2	0.31353919239904987	0.5114942528735632	0.5035460992907801
IL17RB	0.18527315914489312	0.8477011494252874	0.498388136686009
CCKBR	0.7600950118764845	0.20402298850574713	0.4951644100580271
EPHB1	0.7054631828978623	0.20977011494252873	0.4796905222437137
IL6ST	0.7672209026128266	0.1925287356321839	0.47775628626692457
IL17RA	0.42992874109263657	0.3333333333333333	0.4732430689877498
LIFR	0.6413301662707839	0.22126436781609196	0.47130883301096066
PRLR	0.6745843230403801	0.20689655172413793	0.46744036105738235
FZD6	0.9477434679334917	0.14367816091954022	0.46099290780141844
NPR2	0.7885985748218527	0.16666666666666666	0.4558349451966473
RET	0.9857482185273159	0.12931034482758622	0.44874274661508706
GPR75	0.342042755344418	0.3706896551724138	0.44745325596389424
PLXNB2	0.6912114014251781	0.1781609195402299	0.4410058027079304
EPHA4	0.8669833729216152	0.13793103448275862	0.43520309477756286
ACVR2A	0.9904988123515439	0.1206896551724138	0.4345583494519665
NRXN2	0.7363420427553444	0.16091954022988506	0.4332688588007737
DDR1	0.6437054631828979	0.1839080459770115	0.4326241134751773
IL11RA	0.7672209026128266	0.14942528735632185	0.4274661508704062
UNC5C	0.7410926365795725	0.15229885057471265	0.42488716956802064
IL3RA	0.18527315914489312	0.6063218390804598	0.42166344294003866
RYK	0.9477434679334917	0.11781609195402298	0.4190844616376531
EPOR	0.9239904988123515	0.11494252873563218	0.40425531914893614
SSTR1	0.9667458432304038	0.10919540229885058	0.4029658284977434
EPHB4	0.31353919239904987	0.33620689655172414	0.402321083172147
PLXNA1	0.997624703087886	0.10344827586206896	0.3965183752417795
FGFR3	0.9691211401425178	0.10632183908045977	0.39587362991618313
UNC5D	0.7410926365795725	0.13505747126436782	0.38749194068343007
IL10RA	0.28978622327790976	0.34195402298850575	0.3842682140554481
ACVR1	0.9501187648456056	0.10057471264367816	0.3784655061250806
NRXN3	0.7363420427553444	0.12643678160919541	0.3726627981947131
KLB	0.47030878859857483	0.19540229885057472	0.3694390715667311
TNFRSF21	0.18527315914489312	0.4885057471264368	0.36750483558994196
EPHB2	0.8812351543942993	0.09770114942528736	0.36299161831076726
GIPR	0.995249406175772	0.08620689655172414	0.36041263700838166
FZD1	0.9477434679334917	0.08908045977011494	0.35654416505480335
OGFR	0.7458432304038005	0.11206896551724138	0.3539651837524178
DCC	0.831353919239905	0.09482758620689655	0.34300451321727915
IL22RA1	0.18527315914489312	0.41954022988505746	0.33849129593810445
BMPR1A	0.9904988123515439	0.07758620689655173	0.3359123146357189
LGR4	0.9168646080760094	0.08045977011494253	0.33139909735654416
ROR1	0.9477434679334917	0.07471264367816093	0.32688588007736946
GPR135	0.31353919239904987	0.21839080459770116	0.31979368149580917
ROBO2	0.9738717339667459	0.06609195402298851	0.31012250161186333
ERBB3	0.9168646080760094	0.06896551724137931	0.30947775628626695
IFNLR1	0.28978622327790976	0.19827586206896552	0.29980657640232106
PTCH1	0.8907363420427553	0.06321839080459771	0.2972275950999355
SSTR2	0.9667458432304038	0.05747126436781609	0.29529335912314636
ACVR1C	0.9904988123515439	0.04885057471264368	0.283043197936815
LMBR1L	0.37767220902612825	0.1235632183908046	0.28175370728562216
PLXNA3	0.997624703087886	0.04597701149425287	0.2804642166344294
NRXN1	0.7363420427553444	0.05459770114942529	0.27143778207607994
TGFBR1	0.9809976247030879	0.040229885057471264	0.2675693101225016
ACVR1B	0.9904988123515439	0.03735632183908046	0.2617666021921341
NEO1	0.7410926365795725	0.04310344827586207	0.25209542230818827
FGFR4	0.9691211401425178	0.031609195402298854	0.2495164410058027
IFNAR1	0.5653206650831354	0.05172413793103448	0.2443584784010316
ACVR2B	0.9904988123515439	0.028735632183908046	0.24242424242424243
F3	0.18527315914489312	0.14367816091954022	0.2379110251450677
BMPR2	0.9904988123515439	0.02586206896551724	0.23404255319148937
ADIPOR1	0.32066508313539194	0.07183908045977011	0.22437137330754353
INSR	0.9833729216152018	0.022988505747126436	0.22308188265635073
ADIPOR2	0.32066508313539194	0.0603448275862069	0.2127659574468085
FZD3	0.9477434679334917	0.017241379310344827	0.20889748549323017
MET	0.3847980997624703	0.031609195402298854	0.1947130883301096
IGF1R	0.9833729216152018	0.008620689655172414	0.18439716312056736
FGFR1	0.9691211401425178	0.005747126436781609	0.17988394584139264
PLXNA2	0.997624703087886	0.0028735632183908046	0.1702127659574468
GHR	0	0.12931034482758622	0
IFNGR1	0	0.2959770114942529	0
IFNGR2	0	0.08333333333333333	0
IGF2R	0.9833729216152018	0	0
IL13RA1	0	0.46264367816091956	0
IL21R	0	0.8247126436781609	0
IL22RA2	0	0.7442528735632183	0
IL4R	0	0.29310344827586204	0
IL9R	0	0.7442528735632183	0
PROKR1	0	0.5316091954022989	0
TNFRSF18	0	0.8879310344827587	0
