hgnc_symbol	description	keep_in_list	comments	ensembl_gene_ids	uniprot_gn_ids	Protein.families	consensus_score	generic_categories	all_categories	receptor_uniprot	receptor_symbol	receptor_references	GO_cellular_component	GO_molecular_function	GO_biological_process	genecards_url	islet_tpm	islet_tpm_rank	islet_proteomics	islet_proteomics_rank	islet_specificity	islet_specificity_rank	Immune	Duct	Endothelial	Pericytes	Acinar	INS/SST	INS/GCG	PPY	Delta	Beta	Alpha	delta_rank	beta_rank	alpha_rank	mean_scRNAseq	delta_specificity	beta_specificity	alpha_specificity	delta_specificity_rank	beta_specificity_rank	alpha_specificity_rank
C6orf15	chromosome 6 open reading frame 15	TBD		ENSG00000231624, ENSG00000206461, ENSG00000224105, ENSG00000225543, ENSG00000229432, ENSG00000204542	Q6UXA7	NA	1	ecm, ligand	ecm, intracellular, ligand, secreted	Q08345	DDR1	DDR1 [NA]	extracellular matrix [GO:0031012]; extracellular region [GO:0005576]	NA	extracellular matrix organization [GO:0030198]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=C6orf15&keywords=C6orf15	0.009499129325842697	830	NA	NA	0.05745647487758459	700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CALCA	calcitonin related polypeptide alpha	Yes		ENSG00000110680	P01258, P06881	Calcitonin family	15	ligand	extracellular, intracellular, ligand, secreted, extracellular, ligand, secreted	O60894, O60895, O60896, P07550, P13945, P16473, P25106, P30988, P32241, P41586, Q03431, Q16602, Q99678, Q9C098, Q9NQS5	ACKR3, ADCYAP1R1, ADRB2, ADRB3, CALCR, CALCRL, DCLK3, GPR20, GPR84, PTH1R, RAMP1, RAMP2, RAMP3, TSHR, VIPR1, ACKR3, ADCYAP1R1, ADRB2, ADRB3, CALCR, CALCRL, CALCRL_RAMP1, CALCRL_RAMP2, CALCRL_RAMP3, DCLK3, GPR20, GPR84, PTH1R, RAMP1, RAMP2, RAMP3, TSHR, VIPR1	CALCRL [Baccin2019:12234182;Baccin2019:14668209;Baccin2019:3001670;Baccin2019:8626685;Baccin2019:9620797;CellTalkDB:9620797;Cellinker:12234182;Cellinker:14668209;Cellinker:3001670;Cellinker:8626685;Cellinker:9620797;Guide2Pharma:10347248;Guide2Pharma:11693189;Guide2Pharma:9620797;HPRD:12234182;HPRD:14668209;HPRD:3001670;HPRD:8626685;HPRD:9620797;LRdb:12234182;LRdb:14668209;LRdb:3001670;LRdb:8626685;LRdb:9620797;connectomeDB2020:12234182;connectomeDB2020:14668209;connectomeDB2020:3001670;connectomeDB2020:8626685;connectomeDB2020:9620797;scConnect:10347248;scConnect:11693189;scConnect:9620797], RAMP2 [Baccin2019:16531504;CellTalkDB:16531504;Cellinker:30139742;Guide2Pharma:11033437;Guide2Pharma:12565884;Guide2Pharma:14722252;Guide2Pharma:15692146;Guide2Pharma:9620797;HPRD:16531504;LRdb:16531504;connectomeDB2020:16531504], RAMP3 [CellTalkDB:30139742;Cellinker:30139742;Guide2Pharma:10347248;Guide2Pharma:11033437;Guide2Pharma:11693189;Guide2Pharma:12565884;Guide2Pharma:14722252;Guide2Pharma:15692146], CALCR [Baccin2019:10342886;Baccin2019:11023820;Baccin2019:11033437;Baccin2019:12565884;Baccin2019:14722252;Baccin2019:15692146;Baccin2019:2158663;Baccin2019:7588285;Baccin2019:9487987;CellTalkDB:2158663;Cellinker:10342886;Cellinker:11023820;Cellinker:11033437;Cellinker:12565884;Cellinker:14722252;Cellinker:15692146;Cellinker:2158663;Cellinker:7588285;Cellinker:9487987;Guide2Pharma:10342886;Guide2Pharma:11023820;Guide2Pharma:11033437;Guide2Pharma:12565884;Guide2Pharma:14722252;Guide2Pharma:15692146;Guide2Pharma:26125036;Guide2Pharma:7588285;Guide2Pharma:9487987;LRdb:10342886;LRdb:11023820;LRdb:11033437;LRdb:12565884;LRdb:14722252;LRdb:15692146;LRdb:2158663;LRdb:7588285;LRdb:9487987;connectomeDB2020:10342886;connectomeDB2020:11023820;connectomeDB2020:11033437;connectomeDB2020:12565884;connectomeDB2020:14722252;connectomeDB2020:15692146;connectomeDB2020:2158663;connectomeDB2020:7588285;connectomeDB2020:9487987;scConnect:10342886;scConnect:11023820;scConnect:11033437;scConnect:12565884;scConnect:14722252;scConnect:15692146;scConnect:26125036;scConnect:7588285;scConnect:9487987], RAMP1 [Baccin2019:962079712234182;CellTalkDB:9620797;Cellinker:30139742;Guide2Pharma:11023820;Guide2Pharma:11033437;Guide2Pharma:11693189;Guide2Pharma:12565884;Guide2Pharma:14722252;Guide2Pharma:15692146;Guide2Pharma:26125036;Guide2Pharma:9620797;HPRD:12234182;LRdb:122;LRdb:9620797;connectomeDB2020:12234182;connectomeDB2020:9620797], ADCYAP1R1 [CellTalkDB:32196115], GPR84 [CellTalkDB:32196115], GPR20 [CellTalkDB:32196115], ADRB3 [CellTalkDB:32196115], TSHR [CellTalkDB:32196115], ADRB2 [CellTalkDB:32196115], PTH1R [CellTalkDB:32196115], VIPR1 [CellTalkDB:32196115], DCLK3 [Cellinker:30139742], ACKR3 [Cellinker:15193773], CALCRL [CellTalkDB:9620797;Cellinker:12234182;Cellinker:14668209;Cellinker:3001670;Cellinker:8626685;Cellinker:9620797;Guide2Pharma:10347248;Guide2Pharma:11693189;Guide2Pharma:9620797;HPRD:12234182;HPRD:14668209;HPRD:3001670;HPRD:8626685;HPRD:9620797;IntAct:23597562;LRdb:12234182;LRdb:14668209;LRdb:3001670;LRdb:8626685;LRdb:9620797;Lit-BM-17:16293613;Lit-BM-17:23597562;Lit-BM-17:9620797;connectomeDB2020:12234182;connectomeDB2020:14668209;connectomeDB2020:3001670;connectomeDB2020:8626685;connectomeDB2020:9620797;scConnect:10347248;scConnect:11693189;scConnect:9620797], RAMP2 [CellTalkDB:16531504;Cellinker:30139742;Guide2Pharma:11033437;Guide2Pharma:12565884;Guide2Pharma:14722252;Guide2Pharma:15692146;Guide2Pharma:9620797;HPRD:16531504;LRdb:16531504;connectomeDB2020:16531504], RAMP3 [CellTalkDB:30139742;Cellinker:30139742;Guide2Pharma:10347248;Guide2Pharma:11033437;Guide2Pharma:11693189;Guide2Pharma:12565884;Guide2Pharma:14722252;Guide2Pharma:15692146], CALCR [CellTalkDB:2158663;Cellinker:10342886;Cellinker:11023820;Cellinker:11033437;Cellinker:12565884;Cellinker:14722252;Cellinker:15692146;Cellinker:2158663;Cellinker:7588285;Cellinker:9487987;Guide2Pharma:10342886;Guide2Pharma:11023820;Guide2Pharma:11033437;Guide2Pharma:12565884;Guide2Pharma:14722252;Guide2Pharma:15692146;Guide2Pharma:26125036;Guide2Pharma:7588285;Guide2Pharma:9487987;ICELLNET:1331173;ICELLNET:6148938;LRdb:10342886;LRdb:11023820;LRdb:11033437;LRdb:12565884;LRdb:14722252;LRdb:15692146;LRdb:2158663;LRdb:7588285;LRdb:9487987;connectomeDB2020:10342886;connectomeDB2020:11023820;connectomeDB2020:11033437;connectomeDB2020:12565884;connectomeDB2020:14722252;connectomeDB2020:15692146;connectomeDB2020:2158663;connectomeDB2020:7588285;connectomeDB2020:9487987;scConnect:10342886;scConnect:11023820;scConnect:11033437;scConnect:12565884;scConnect:14722252;scConnect:15692146;scConnect:26125036;scConnect:7588285;scConnect:9487987], RAMP1 [CellTalkDB:9620797;Cellinker:30139742;Guide2Pharma:11023820;Guide2Pharma:11033437;Guide2Pharma:11693189;Guide2Pharma:12565884;Guide2Pharma:14722252;Guide2Pharma:15692146;Guide2Pharma:26125036;Guide2Pharma:9620797;HPRD:12234182;LRdb:122;LRdb:9620797;connectomeDB2020:12234182;connectomeDB2020:9620797], ADCYAP1R1 [CellTalkDB:32196115], GPR84 [CellTalkDB:32196115], GPR20 [CellTalkDB:32196115], ADRB3 [CellTalkDB:32196115], TSHR [CellTalkDB:32196115], ADRB2 [CellTalkDB:32196115], PTH1R [CellTalkDB:32196115], VIPR1 [CellTalkDB:32196115], DCLK3 [Cellinker:30139742], ACKR3 [Cellinker:15193773]	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; terminal bouton [GO:0043195], cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]	calcitonin receptor binding [GO:0031716]; hormone activity [GO:0005179]; identical protein binding [GO:0042802], hormone activity [GO:0005179]; protein-containing complex binding [GO:0044877]; signaling receptor binding [GO:0005102]	activation of adenylate cyclase activity [GO:0007190]; activation of protein kinase activity [GO:0032147]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; aging [GO:0007568]; artery vasodilation involved in baroreceptor response to increased systemic arterial blood pressure [GO:0001984]; cellular response to nerve growth factor stimulus [GO:1990090]; cellular response to tumor necrosis factor [GO:0071356]; detection of temperature stimulus involved in sensory perception of pain [GO:0050965]; embryo implantation [GO:0007566]; feeding behavior [GO:0007631]; inflammatory response [GO:0006954]; monocyte chemotaxis [GO:0002548]; negative regulation of bone resorption [GO:0045779]; negative regulation of ossification [GO:0030279]; negative regulation of smooth muscle contraction [GO:0045986]; negative regulation of transcription, DNA-templated [GO:0045892]; neuropeptide signaling pathway [GO:0007218]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway [GO:0051482]; regulation of cytosolic calcium ion concentration [GO:0051480]; regulation of heart contraction [GO:0008016]; response to heat [GO:0009408]; response to pain [GO:0048265], activation of adenylate cyclase activity [GO:0007190]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; amylin receptor signaling pathway [GO:0097647]; antibacterial humoral response [GO:0019731]; antifungal humoral response [GO:0019732]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; calcitonin gene-related peptide receptor signaling pathway [GO:1990408]; cell-cell signaling [GO:0007267]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; endothelial cell migration [GO:0043542]; endothelial cell proliferation [GO:0001935]; G protein-coupled receptor internalization [GO:0002031]; innate immune response [GO:0045087]; leukocyte cell-cell adhesion [GO:0007159]; negative regulation of blood pressure [GO:0045776]; negative regulation of bone resorption [GO:0045779]; negative regulation of calcium ion transport into cytosol [GO:0010523]; negative regulation of osteoclast differentiation [GO:0045671]; nervous system process involved in regulation of systemic arterial blood pressure [GO:0001976]; positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway [GO:0051482]; positive regulation of interleukin-1 alpha production [GO:0032730]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of macrophage differentiation [GO:0045651]; protein phosphorylation [GO:0006468]; receptor internalization [GO:0031623]; regulation of blood pressure [GO:0008217]; regulation of cytosolic calcium ion concentration [GO:0051480]; response to yeast [GO:0001878]; vasculature development [GO:0001944]; vasodilation [GO:0042311]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALCA&keywords=CALCA	0.23483072074200786	601	NA	NA	0.28739908409793935	474	0	0	0	0.005755395683453237	0	0.005076142131979695	0.004533091568449683	0.0032626427406199023	0.13281539030706616	0.002737348110562156	0.013830403708711551	101	325	232	0.015273674022803854	5.650756996319852	0.5039769089001283	0.9428943210714014	4	319	121
CALCB	calcitonin related polypeptide beta	Yes		ENSG00000175868	P10092	Calcitonin family	14	ligand	extracellular, ligand, secreted	O60894, O60895, O60896, P07550, P13945, P16473, P30988, P32241, P41586, Q03431, Q16602, Q99678, Q9NQS5	ADCYAP1R1, ADRB2, ADRB3, CALCR, CALCRL, GPR20, GPR84, PTH1R, RAMP1, RAMP2, RAMP3, TSHR, VIPR1	CALCRL [Baccin2019:12196113;Baccin2019:12234182;Baccin2019:14668209;Baccin2019:3001670;Baccin2019:8626685;Baccin2019:9620797;CellTalkDB:12196113;Cellinker:12196113;Guide2Pharma:10347248;Guide2Pharma:11693189;Guide2Pharma:9620797;LRdb:12196113;connectomeDB2020:12196113;scConnect:10347248;scConnect:11693189;scConnect:9620797], RAMP2 [Baccin2019:16531504;CellTalkDB:26423127;Guide2Pharma:11693189;Guide2Pharma:9620797], RAMP3 [CellTalkDB:26423127;Guide2Pharma:10347248;Guide2Pharma:11693189;Guide2Pharma:15692146], CALCR [Baccin2019:10342886;Baccin2019:11023820;Baccin2019:11033437;Baccin2019:12565884;Baccin2019:14722252;Baccin2019:15692146;Baccin2019:2158663;Baccin2019:7588285;Baccin2019:9487987;CellTalkDB:15692146;Cellinker:15692146;Guide2Pharma:15692146;LRdb:15692146;connectomeDB2020:15692146;scConnect:15692146], RAMP1 [Baccin2019:12529937;Baccin2019:962079712234182;CellTalkDB:12529937;Guide2Pharma:11693189;Guide2Pharma:15692146;Guide2Pharma:9620797;HPMR:12529937;LRdb:12529937;connectomeDB2020:12529937], ADCYAP1R1 [CellTalkDB:32196115], TSHR [CellTalkDB:32196115], GPR84 [CellTalkDB:32196115], ADRB2 [CellTalkDB:32196115], PTH1R [CellTalkDB:32196115], VIPR1 [CellTalkDB:32196115], ADRB3 [CellTalkDB:32196115], GPR20 [CellTalkDB:32196115]	extracellular region [GO:0005576]; extracellular space [GO:0005615]	calcitonin receptor binding [GO:0031716]; neuropeptide hormone activity [GO:0005184]	adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cellular calcium ion homeostasis [GO:0006874]; regulation of cytosolic calcium ion concentration [GO:0051480]; signal transduction [GO:0007165]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALCB&keywords=CALCB	6.051844569662921	277	NA	NA	41.474538610508965	17	0	0.0054890219560878245	0.00331858407079646	0.004076738609112709	0.026936026936026928	0.21150592216582054	0.08159564823209417	0.024469820554649267	0.18349981502034746	0.08859660835892724	0.07073594745991786	85	116	129	0.06365673939670731	2.62704834079307	1.338595886357343	1.0961107988378727	19	72	76
CALR	calreticulin	No		ENSG00000179218	P27797	Calreticulin family	8	adhesion, ecm, ligand	adhesion, ecm, extracellular, intracellular, ligand, matrix_adhesion, secreted, transmembrane	O15533, P06756, P06858, P08514, P10275, P16473, P26006, P30101, P30511, P40238, P48039, Q03518, Q03519, Q07954, Q14162	AR, HLA-F, ITGA2B, ITGA3, ITGAV, LPL, LRP1, MPL, MTNR1A, PDIA3, SCARF1, TAP1, TAP2, TAPBP, TSHR	PDIA3 [BioGRID:12052826;HPRD:10436013;Lit-BM-17:10436013;Lit-BM-17:12052826;Macrophage:10618487;Macrophage:9597133], TAP1 [Macrophage:10618487], TAP2 [Macrophage:10618487], TAPBP [BioGRID:8769474;HPRD:8769474;Macrophage:10618487], LRP1 [Adhesome:12821648;Adhesome:14980518;Cellinker:11560994;Cellinker:12821648;Cellinker:14980518;HPRD:12821648;HPRD:14980518;LRdb:13;LRdb:14980518;connectomeDB2020:12821648;connectomeDB2020:14980518], ITGAV [Adhesome:12196561;CellTalkDB:12196561;HPRD:12196561;LRdb:12196561;connectomeDB2020:12196561], ITGA3 [Adhesome:11327697;Adhesome:8006073;CellTalkDB:8006073;HPRD:11327697;HPRD:8006073;LMPID:1911778;LRdb:113;LRdb:8006073;connectomeDB2020:11327697;connectomeDB2020:8006073], MPL [CellTalkDB:32462673;Cellinker:29288169], TSHR [Baccin2019:12383251;CellTalkDB:12383251;HPRD:12383251;LRdb:12383251;NetPath:12383251;connectomeDB2020:12383251], HLA-F [CellTalkDB:32196115], ITGA2B [CellTalkDB:14985176;HPRD:14985176;LRdb:14985176], SCARF1 [CellTalkDB:15371419;Cellinker:15371419;HPMR:15371419;HPRD:15371419;LRdb:15371419;connectomeDB2020:15371419], MTNR1A [Baccin2019:17215244;CellTalkDB:17215244;HPRD:17215244;IntAct:28298427;LRdb:17215244;connectomeDB2020:17215244], AR [HPRD:8107809;NetPath:8107809], LPL [HPRD:12740382]	acrosomal vesicle [GO:0001669]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; cortical granule [GO:0060473]; cytolytic granule [GO:0044194]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endocytic vesicle lumen [GO:0071682]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum quality control compartment [GO:0044322]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; integral component of lumenal side of endoplasmic reticulum membrane [GO:0071556]; membrane [GO:0016020]; MHC class I peptide loading complex [GO:0042824]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle membrane [GO:0030670]; polysome [GO:0005844]; sarcoplasmic reticulum lumen [GO:0033018]; smooth endoplasmic reticulum [GO:0005790]	androgen receptor binding [GO:0050681]; calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; chaperone binding [GO:0051087]; complement component C1q complex binding [GO:0001849]; DNA binding [GO:0003677]; hormone binding [GO:0042562]; integrin binding [GO:0005178]; iron ion binding [GO:0005506]; mRNA binding [GO:0003729]; peptide binding [GO:0042277]; protein folding chaperone [GO:0044183]; RNA binding [GO:0003723]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]	cardiac muscle cell differentiation [GO:0055007]; cellular calcium ion homeostasis [GO:0006874]; cellular response to lithium ion [GO:0071285]; cellular senescence [GO:0090398]; cortical actin cytoskeleton organization [GO:0030866]; glucocorticoid receptor signaling pathway [GO:0042921]; negative regulation of intracellular steroid hormone receptor signaling pathway [GO:0033144]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of retinoic acid receptor signaling pathway [GO:0048387]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of translation [GO:0017148]; negative regulation of trophoblast cell migration [GO:1901164]; peptide antigen assembly with MHC class I protein complex [GO:0002502]; positive regulation of cell cycle [GO:0045787]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of dendritic cell chemotaxis [GO:2000510]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of gene expression [GO:0010628]; positive regulation of NIK/NF-kappaB signaling [GO:1901224]; positive regulation of phagocytosis [GO:0050766]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; protein export from nucleus [GO:0006611]; protein folding [GO:0006457]; protein folding in endoplasmic reticulum [GO:0034975]; protein localization to nucleus [GO:0034504]; protein maturation by protein folding [GO:0022417]; protein stabilization [GO:0050821]; regulation of apoptotic process [GO:0042981]; regulation of meiotic nuclear division [GO:0040020]; regulation of transcription, DNA-templated [GO:0006355]; response to estradiol [GO:0032355]; response to testosterone [GO:0033574]; response to xenobiotic stimulus [GO:0009410]; sequestering of calcium ion [GO:0051208]; spermatogenesis [GO:0007283]; ubiquitin-dependent ERAD pathway [GO:0030433]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALR&keywords=CALR	694.3523145202247	21	248401	8	1.822060420192054	175	2.5748031496062964	2.4805389221556835	1.9424778761062031	3.9407673860910672	1.7760942760942826	3.529610829103216	3.905711695376266	1.9265905383360467	2.022197558268609	3.4219521965558406	1.8966969287238107	17	12	17	2.674312850583393	0.7570643480795999	1.2785216878911712	0.7103109938580446	239	80	232
CARTPT	CART prepropeptide	Yes		ENSG00000164326	Q16568	CART family	1	ligand	extracellular, intracellular, ligand, secreted	NA	NA	NA	extracellular space [GO:0005615]; secretory granule [GO:0030141]; synapse [GO:0045202]	neuropeptide hormone activity [GO:0005184]	adult feeding behavior [GO:0008343]; cell-cell signaling [GO:0007267]; cellular glucose homeostasis [GO:0001678]; cellular response to starvation [GO:0009267]; chemical synaptic transmission [GO:0007268]; circadian regulation of gene expression [GO:0032922]; G protein-coupled receptor signaling pathway [GO:0007186]; negative regulation of appetite [GO:0032099]; negative regulation of bone resorption [GO:0045779]; negative regulation of glucagon secretion [GO:0070093]; negative regulation of osteoclast differentiation [GO:0045671]; neuropeptide signaling pathway [GO:0007218]; positive regulation of blood pressure [GO:0045777]; positive regulation of epinephrine secretion [GO:0032812]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of protein kinase activity [GO:0045860]; positive regulation of transmission of nerve impulse [GO:0051971]; regulation of insulin secretion [GO:0050796]; signal transduction [GO:0007165]; somatostatin secretion [GO:0070253]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARTPT&keywords=CARTPT	2.940278191011236	340	NA	NA	0.36936821705332035	434	0	0	0	2.3980815347721823e-4	0.0016835016835016834	0	9.066183136899365e-4	0.6753670473083203	0.031076581576026635	5.007344104686875e-4	0.0014293992659841607	204	388	347	0.06465488097376988	0.5502196378889006	0.14065703773820415	0.15309647697382173	327	448	445
CBLN1	cerebellin 1 precursor	Yes		ENSG00000102924	P23435	NA	1	ligand	extracellular, ligand, secreted	NA	NA	NA	collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; parallel fiber to Purkinje cell synapse [GO:0098688]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]; synaptic cleft [GO:0043083]	identical protein binding [GO:0042802]	cerebellar granule cell differentiation [GO:0021707]; chemical synaptic transmission [GO:0007268]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; maintenance of synapse structure [GO:0099558]; negative regulation of excitatory postsynaptic potential [GO:0090394]; negative regulation of inhibitory synapse assembly [GO:1905703]; nervous system development [GO:0007399]; positive regulation of long-term synaptic depression [GO:1900454]; positive regulation of synapse assembly [GO:0051965]; protein secretion [GO:0009306]; regulation of postsynaptic density assembly [GO:0099151]; regulation of presynapse assembly [GO:1905606]; synapse organization [GO:0050808]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBLN1&keywords=CBLN1	0.7510758894943774	489	NA	NA	0.024464606842417528	787	0	0	0	0.001199040767386091	0.0016835016835016834	0.01015228426395939	0.007252946509519492	0.0016313213703099511	3.699593044765076e-4	0.00644278274803043	2.31794475564999e-4	302	271	395	0.0026330573747953222	0.8208590364804322	1.3015679625453165	0.809922267588116	213	75	181
CBLN2	cerebellin 2 precursor	Yes		ENSG00000141668	Q8IUK8	NA	1	ligand	ligand, secreted	NA	NA	NA	extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; synapse [GO:0045202]	NA	maintenance of synapse structure [GO:0099558]; positive regulation of synapse assembly [GO:0051965]; regulation of presynapse assembly [GO:1905606]; spontaneous synaptic transmission [GO:0098814]; synapse organization [GO:0050808]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBLN2&keywords=CBLN2	0.08771727083559079	685	NA	NA	0.04924636421807994	709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CBLN3	cerebellin 3 precursor	Yes		ENSG00000139899	Q6UW01	NA	1	ligand	intracellular, ligand, secreted	NA	NA	NA	endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; synapse [GO:0045202]	NA	maintenance of synapse structure [GO:0099558]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBLN3&keywords=CBLN3	0.6084124769233251	505	NA	NA	0.01721716166035955	807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CBLN4	cerebellin 4 precursor	Yes		ENSG00000054803	Q9NTU7	NA	1	ligand	ligand, secreted	NA	NA	NA	collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; GABA-ergic synapse [GO:0098982]; synapse [GO:0045202]	NA	inhibitory synapse assembly [GO:1904862]; maintenance of synapse structure [GO:0099558]; protein secretion [GO:0009306]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBLN4&keywords=CBLN4	0.8889110786516854	466	NA	NA	0.4280541436535022	407	0	0.001497005988023952	0	0.0014388489208633092	0	0.15397631133671727	0.003626473254759746	0.004893964110929854	0.20273769885312495	0.0012017625851248495	0.001313502028201662	77	366	351	0.03369868791615869	4.868285731170886	0.25634093652003487	0.258897979955554	5	394	404
CCBE1	collagen and calcium binding EGF domains 1	No		ENSG00000183287	Q6UXH8	CCBE1 family	1	ecm, ligand, receptor	ecm, intracellular, ligand, receptor, secreted	NA	NA	NA	collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]	calcium ion binding [GO:0005509]; collagen binding [GO:0005518]; protease binding [GO:0002020]	lung development [GO:0030324]; lymphangiogenesis [GO:0001946]; positive regulation of angiogenesis [GO:0045766]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of lymphangiogenesis [GO:1901492]; positive regulation of protein processing [GO:0010954]; positive regulation of vascular endothelial growth factor production [GO:0010575]; positive regulation of vascular endothelial growth factor signaling pathway [GO:1900748]; respiratory system process [GO:0003016]; sprouting angiogenesis [GO:0002040]; venous blood vessel morphogenesis [GO:0048845]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCBE1&keywords=CCBE1	0.9183777444732135	459	NA	NA	0.14321471307151584	582	0	0.004990019960079841	0.00331858407079646	0.046282973621103105	0	0.013536379018612519	0.006346328195829556	0.008156606851549756	0.009248982611912693	0.007477633862999048	0.005717597063936648	267	257	282	0.009552282296074511	0.9844877605811414	0.8938922627210641	0.8038753136810147	138	173	185
