hgnc_symbol	description	keep_in_list	comments	ensembl_gene_ids	uniprot_gn_ids	Protein.families	consensus_score	generic_categories	all_categories	receptor_uniprot	receptor_symbol	receptor_references	GO_cellular_component	GO_molecular_function	GO_biological_process	genecards_url	islet_tpm	islet_tpm_rank	gtex_mean	islet_specificity	islet_specificity_rank	Immune	Duct	Endothelial	Pericytes	Acinar	INS.SST	INS.GCG	PPY	Delta	Beta	Alpha	delta_rank	beta_rank	alpha_rank	mean_islet_scRNAseq	delta_specificity	beta_specificity	alpha_specificity	delta_specificity_rank	beta_specificity_rank	alpha_specificity_rank	unsorted_immature_beta	unsorted_ins_gfp	unsorted_ins_gfp_gcg_sst	unsorted_pancreatic_proj	sorted_eBCs	sorted_immature_beta	sorted_ins_gfp_gcg_sst	sorted_ins_gfp_sst	sorted_pancreatic_proj
CALCB	calcitonin related polypeptide beta	Yes		ENSG00000175868	P10092	Calcitonin family	14	ligand	extracellular, ligand, secreted	O60894, O60895, O60896, P07550, P13945, P16473, P30988, P32241, P41586, Q03431, Q16602, Q99678, Q9NQS5	ADCYAP1R1, ADRB2, ADRB3, CALCR, CALCRL, GPR20, GPR84, PTH1R, RAMP1, RAMP2, RAMP3, TSHR, VIPR1	CALCRL [Baccin2019:12196113;Baccin2019:12234182;Baccin2019:14668209;Baccin2019:3001670;Baccin2019:8626685;Baccin2019:9620797;CellTalkDB:12196113;Cellinker:12196113;Guide2Pharma:10347248;Guide2Pharma:11693189;Guide2Pharma:9620797;LRdb:12196113;connectomeDB2020:12196113;scConnect:10347248;scConnect:11693189;scConnect:9620797], RAMP2 [Baccin2019:16531504;CellTalkDB:26423127;Guide2Pharma:11693189;Guide2Pharma:9620797], RAMP3 [CellTalkDB:26423127;Guide2Pharma:10347248;Guide2Pharma:11693189;Guide2Pharma:15692146], CALCR [Baccin2019:10342886;Baccin2019:11023820;Baccin2019:11033437;Baccin2019:12565884;Baccin2019:14722252;Baccin2019:15692146;Baccin2019:2158663;Baccin2019:7588285;Baccin2019:9487987;CellTalkDB:15692146;Cellinker:15692146;Guide2Pharma:15692146;LRdb:15692146;connectomeDB2020:15692146;scConnect:15692146], RAMP1 [Baccin2019:12529937;Baccin2019:962079712234182;CellTalkDB:12529937;Guide2Pharma:11693189;Guide2Pharma:15692146;Guide2Pharma:9620797;HPMR:12529937;LRdb:12529937;connectomeDB2020:12529937], ADCYAP1R1 [CellTalkDB:32196115], TSHR [CellTalkDB:32196115], GPR84 [CellTalkDB:32196115], ADRB2 [CellTalkDB:32196115], PTH1R [CellTalkDB:32196115], VIPR1 [CellTalkDB:32196115], ADRB3 [CellTalkDB:32196115], GPR20 [CellTalkDB:32196115]	extracellular region [GO:0005576]; extracellular space [GO:0005615]	calcitonin receptor binding [GO:0031716]; neuropeptide hormone activity [GO:0005184]	adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cellular calcium ion homeostasis [GO:0006874]; regulation of cytosolic calcium ion concentration [GO:0051480]; signal transduction [GO:0007165]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALCB&keywords=CALCB	6.051844569662921	277	0.13615821592592592	44.44711752277621	28	0	0.0054890219560878245	0.00331858407079646	0.004076738609112709	0.026936026936026928	0.21150592216582054	0.08159564823209417	0.024469820554649267	0.18349981502034746	0.08859660835892724	0.07073594745991786	85	116	129	0.06365673939670731	2.8826425684879213	1.3917861646695258	1.1112089153389026	33	89	84	0.003629764065335752	0	0.0020833333333333333	0.001375515818431912	0.004489337822671156	0.003154574132492114	0.002642007926023778	0.004016064257028112	0
CALR	calreticulin	No		ENSG00000179218	P27797	Calreticulin family	8	adhesion, ecm, ligand	adhesion, ecm, extracellular, intracellular, ligand, matrix_adhesion, secreted, transmembrane	O15533, P06756, P06858, P08514, P10275, P16473, P26006, P30101, P30511, P40238, P48039, Q03518, Q03519, Q07954, Q14162	AR, HLA-F, ITGA2B, ITGA3, ITGAV, LPL, LRP1, MPL, MTNR1A, PDIA3, SCARF1, TAP1, TAP2, TAPBP, TSHR	PDIA3 [BioGRID:12052826;HPRD:10436013;Lit-BM-17:10436013;Lit-BM-17:12052826;Macrophage:10618487;Macrophage:9597133], TAP1 [Macrophage:10618487], TAP2 [Macrophage:10618487], TAPBP [BioGRID:8769474;HPRD:8769474;Macrophage:10618487], LRP1 [Adhesome:12821648;Adhesome:14980518;Cellinker:11560994;Cellinker:12821648;Cellinker:14980518;HPRD:12821648;HPRD:14980518;LRdb:13;LRdb:14980518;connectomeDB2020:12821648;connectomeDB2020:14980518], ITGAV [Adhesome:12196561;CellTalkDB:12196561;HPRD:12196561;LRdb:12196561;connectomeDB2020:12196561], ITGA3 [Adhesome:11327697;Adhesome:8006073;CellTalkDB:8006073;HPRD:11327697;HPRD:8006073;LMPID:1911778;LRdb:113;LRdb:8006073;connectomeDB2020:11327697;connectomeDB2020:8006073], MPL [CellTalkDB:32462673;Cellinker:29288169], TSHR [Baccin2019:12383251;CellTalkDB:12383251;HPRD:12383251;LRdb:12383251;NetPath:12383251;connectomeDB2020:12383251], HLA-F [CellTalkDB:32196115], ITGA2B [CellTalkDB:14985176;HPRD:14985176;LRdb:14985176], SCARF1 [CellTalkDB:15371419;Cellinker:15371419;HPMR:15371419;HPRD:15371419;LRdb:15371419;connectomeDB2020:15371419], MTNR1A [Baccin2019:17215244;CellTalkDB:17215244;HPRD:17215244;IntAct:28298427;LRdb:17215244;connectomeDB2020:17215244], AR [HPRD:8107809;NetPath:8107809], LPL [HPRD:12740382]	acrosomal vesicle [GO:0001669]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; cortical granule [GO:0060473]; cytolytic granule [GO:0044194]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endocytic vesicle lumen [GO:0071682]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum quality control compartment [GO:0044322]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; integral component of lumenal side of endoplasmic reticulum membrane [GO:0071556]; membrane [GO:0016020]; MHC class I peptide loading complex [GO:0042824]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle membrane [GO:0030670]; polysome [GO:0005844]; sarcoplasmic reticulum lumen [GO:0033018]; smooth endoplasmic reticulum [GO:0005790]	androgen receptor binding [GO:0050681]; calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; chaperone binding [GO:0051087]; complement component C1q complex binding [GO:0001849]; DNA binding [GO:0003677]; hormone binding [GO:0042562]; integrin binding [GO:0005178]; iron ion binding [GO:0005506]; mRNA binding [GO:0003729]; peptide binding [GO:0042277]; protein folding chaperone [GO:0044183]; RNA binding [GO:0003723]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]	cardiac muscle cell differentiation [GO:0055007]; cellular calcium ion homeostasis [GO:0006874]; cellular response to lithium ion [GO:0071285]; cellular senescence [GO:0090398]; cortical actin cytoskeleton organization [GO:0030866]; glucocorticoid receptor signaling pathway [GO:0042921]; negative regulation of intracellular steroid hormone receptor signaling pathway [GO:0033144]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of retinoic acid receptor signaling pathway [GO:0048387]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of translation [GO:0017148]; negative regulation of trophoblast cell migration [GO:1901164]; peptide antigen assembly with MHC class I protein complex [GO:0002502]; positive regulation of cell cycle [GO:0045787]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of dendritic cell chemotaxis [GO:2000510]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of gene expression [GO:0010628]; positive regulation of NIK/NF-kappaB signaling [GO:1901224]; positive regulation of phagocytosis [GO:0050766]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; protein export from nucleus [GO:0006611]; protein folding [GO:0006457]; protein folding in endoplasmic reticulum [GO:0034975]; protein localization to nucleus [GO:0034504]; protein maturation by protein folding [GO:0022417]; protein stabilization [GO:0050821]; regulation of apoptotic process [GO:0042981]; regulation of meiotic nuclear division [GO:0040020]; regulation of transcription, DNA-templated [GO:0006355]; response to estradiol [GO:0032355]; response to testosterone [GO:0033574]; response to xenobiotic stimulus [GO:0009410]; sequestering of calcium ion [GO:0051208]; spermatogenesis [GO:0007283]; ubiquitin-dependent ERAD pathway [GO:0030433]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALR&keywords=CALR	694.3523145202247	21	381.0763277777778	1.8220819920436608	186	2.5748031496062964	2.4805389221556835	1.9424778761062031	3.9407673860910672	1.7760942760942826	3.529610829103216	3.905711695376266	1.9265905383360467	2.022197558268609	3.4219521965558406	1.8966969287238107	17	12	17	2.674312850583393	0.7561559531869569	1.2795631475401383	0.7092277769174518	186	98	154	1.5394736842104935	3.8363309352518082	4.902083333333339	1.9447042640989938	4.627384960718313	1.9134745380801794	4.664464993394987	4.381526104417701	3.9095816464237405
CARTPT	CART prepropeptide	Yes		ENSG00000164326	Q16568	CART family	1	ligand	extracellular, intracellular, ligand, secreted	NA	NA	NA	extracellular space [GO:0005615]; secretory granule [GO:0030141]; synapse [GO:0045202]	neuropeptide hormone activity [GO:0005184]	adult feeding behavior [GO:0008343]; cell-cell signaling [GO:0007267]; cellular glucose homeostasis [GO:0001678]; cellular response to starvation [GO:0009267]; chemical synaptic transmission [GO:0007268]; circadian regulation of gene expression [GO:0032922]; G protein-coupled receptor signaling pathway [GO:0007186]; negative regulation of appetite [GO:0032099]; negative regulation of bone resorption [GO:0045779]; negative regulation of glucagon secretion [GO:0070093]; negative regulation of osteoclast differentiation [GO:0045671]; neuropeptide signaling pathway [GO:0007218]; positive regulation of blood pressure [GO:0045777]; positive regulation of epinephrine secretion [GO:0032812]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of protein kinase activity [GO:0045860]; positive regulation of transmission of nerve impulse [GO:0051971]; regulation of insulin secretion [GO:0050796]; signal transduction [GO:0007165]; somatostatin secretion [GO:0070253]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARTPT&keywords=CARTPT	2.940278191011236	340	7.977363435185185	0.3685776983890431	415	0	0	0	2.3980815347721823e-4	0.0016835016835016834	0	9.066183136899365e-4	0.6753670473083203	0.031076581576026635	5.007344104686875e-4	0.0014293992659841607	204	388	347	0.06465488097376988	0.48065409823002264	0.007746261818124621	0.022109654112559395	248	474	432	0.008620689655172414	0.0017985611510791368	0.004166666666666667	2.751031636863824e-4	0.001122334455667789	0.0027039206849932404	0.003963011889035667	0.0013386880856760374	0.002699055330634278
CBLN1	cerebellin 1 precursor	Yes		ENSG00000102924	P23435	NA	1	ligand	extracellular, ligand, secreted	NA	NA	NA	collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; parallel fiber to Purkinje cell synapse [GO:0098688]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]; synaptic cleft [GO:0043083]	identical protein binding [GO:0042802]	cerebellar granule cell differentiation [GO:0021707]; chemical synaptic transmission [GO:0007268]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; maintenance of synapse structure [GO:0099558]; negative regulation of excitatory postsynaptic potential [GO:0090394]; negative regulation of inhibitory synapse assembly [GO:1905703]; nervous system development [GO:0007399]; positive regulation of long-term synaptic depression [GO:1900454]; positive regulation of synapse assembly [GO:0051965]; protein secretion [GO:0009306]; regulation of postsynaptic density assembly [GO:0099151]; regulation of presynapse assembly [GO:1905606]; synapse organization [GO:0050808]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBLN1&keywords=CBLN1	0.7510758894943774	489	31.09926304259259	0.024150925571793592	753	0	0	0	0.001199040767386091	0.0016835016835016834	0.01015228426395939	0.007252946509519492	0.0016313213703099511	3.699593044765076e-4	0.00644278274803043	2.31794475564999e-4	302	271	395	0.0026330573747953222	0.14053824052399172	2.4468278309917735	0.08806707786807631	341	24	346	1.3457350272232071	1.6492805755395623	0.5583333333333325	0.03686382393397527	1.0684624017957345	1.137899954934646	0.5891677675033024	0.6171352074966544	0.32658569500674833
CBLN2	cerebellin 2 precursor	Yes		ENSG00000141668	Q8IUK8	NA	1	ligand	ligand, secreted	NA	NA	NA	extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; synapse [GO:0045202]	NA	maintenance of synapse structure [GO:0099558]; positive regulation of synapse assembly [GO:0051965]; regulation of presynapse assembly [GO:1905606]; spontaneous synaptic transmission [GO:0098814]; synapse organization [GO:0050808]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBLN2&keywords=CBLN2	0.08771727083559079	685	1.9742535055555555	0.04443064993714782	690	0	0	0	0	0	0	0	0	0	0	0	303	409	401	0	1	1	1	135	131	101	0.31215970961887407	0.1276978417266188	0.18750000000000003	0.015680880330123805	0.12906846240179565	0.23208652546191827	0.12153236459709389	0.12048192771084351	0.09986504723346824
CBLN3	cerebellin 3 precursor	Yes		ENSG00000139899	Q6UW01	NA	1	ligand	intracellular, ligand, secreted	NA	NA	NA	endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; synapse [GO:0045202]	NA	maintenance of synapse structure [GO:0099558]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBLN3&keywords=CBLN3	0.6084124769233251	505	35.908375462962965	0.01694347258501053	774	0	0	0	0	0	0	0	0	0	0	0	303	409	401	0	1	1	1	135	131	101	0.0031760435571687833	0.0035971223021582736	0.00625	8.253094910591471e-4	0.01346801346801347	0.004957187922487608	0.002642007926023778	0.004016064257028112	0.004048582995951417
CBLN4	cerebellin 4 precursor	Yes		ENSG00000054803	Q9NTU7	NA	1	ligand	ligand, secreted	NA	NA	NA	collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; GABA-ergic synapse [GO:0098982]; synapse [GO:0045202]	NA	inhibitory synapse assembly [GO:1904862]; maintenance of synapse structure [GO:0099558]; protein secretion [GO:0009306]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBLN4&keywords=CBLN4	0.8889110786516854	466	2.089993872222222	0.42531758008207804	393	0	0.001497005988023952	0	0.0014388489208633092	0	0.15397631133671727	0.003626473254759746	0.004893964110929854	0.20273769885312495	0.0012017625851248495	0.001313502028201662	77	366	351	0.03369868791615869	6.0161748059760765	0.035664860947374075	0.03898069068447964	12	385	390	0.15063520871143415	0.0665467625899281	0.049999999999999996	0.004676753782668499	0.03591470258136927	0.09959441189725074	0.04227212681638045	0.03346720214190093	0.020242914979757085
CCBE1	collagen and calcium binding EGF domains 1	No		ENSG00000183287	Q6UXH8	CCBE1 family	1	ecm, ligand, receptor	ecm, intracellular, ligand, receptor, secreted	NA	NA	NA	collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]	calcium ion binding [GO:0005509]; collagen binding [GO:0005518]; protease binding [GO:0002020]	lung development [GO:0030324]; lymphangiogenesis [GO:0001946]; positive regulation of angiogenesis [GO:0045766]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of lymphangiogenesis [GO:1901492]; positive regulation of protein processing [GO:0010954]; positive regulation of vascular endothelial growth factor production [GO:0010575]; positive regulation of vascular endothelial growth factor signaling pathway [GO:1900748]; respiratory system process [GO:0003016]; sprouting angiogenesis [GO:0002040]; venous blood vessel morphogenesis [GO:0048845]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCBE1&keywords=CCBE1	0.9183777444732135	459	6.472418772222222	0.1418909781031987	563	0	0.004990019960079841	0.00331858407079646	0.046282973621103105	0	0.013536379018612519	0.006346328195829556	0.008156606851549756	0.009248982611912693	0.007477633862999048	0.005717597063936648	267	257	282	0.009552282296074511	0.9682487912689114	0.78281350465548	0.5985624200034686	136	167	185	0.028130671506352067	0.14928057553956833	0.04583333333333333	0.011279229711141682	0.10662177328843989	0.01937809824245156	0.031704095112285335	0.01874163319946452	0.021592442645074223
CCK	cholecystokinin	Yes		ENSG00000187094	P06307	Gastrin/cholecystokinin family	15	ligand	extracellular, ligand, secreted	P32238, P32239	CCKAR, CCKBR	CCKAR [Baccin2019:10368033;Baccin2019:10400673;Baccin2019:10595537;Baccin2019:11300760;Baccin2019:9006937;Baccin2019:9603948;CellTalkDB:10368033;Cellinker:10368033;Cellinker:10400673;Cellinker:10595537;Cellinker:11300760;Cellinker:9006937;Cellinker:9603948;HPRD:10400673;HPRD:10595537;HPRD:11300760;HPRD:9006937;HPRD:9603948;LRdb:10368033;LRdb:10400673;LRdb:10595537;LRdb:11300760;LRdb:9006937;LRdb:9603948;SIGNOR:10368033;connectomeDB2020:10368033;connectomeDB2020:10400673;connectomeDB2020:10595537;connectomeDB2020:11300760;connectomeDB2020:9006937;connectomeDB2020:9603948], CCKBR [Baccin2019:10368033;Baccin2019:10438490;Baccin2019:12695525;Baccin2019:15001692;Baccin2019:15068617;Baccin2019:15520004;Baccin2019:7681836;Baccin2019:8349705;BioGRID:12695525;BioGRID:15001692;BioGRID:15520004;CellTalkDB:10368033;Cellinker:10368033;Cellinker:10438490;Cellinker:12695525;Cellinker:15001692;Cellinker:15068617;Cellinker:15520004;Cellinker:7681836;Cellinker:8349705;Guide2Pharma:7681836;Guide2Pharma:8349705;HPRD:10438490;HPRD:12695525;HPRD:15001692;HPRD:15068617;HPRD:15520004;LRdb:10368033;LRdb:10438490;LRdb:12695525;LRdb:15001692;LRdb:15068617;LRdb:15520004;LRdb:7681836;LRdb:8349705;Lit-BM-17:12695525;Lit-BM-17:15001692;Lit-BM-17:15520004;Lit-BM-17:23597562;SIGNOR:10368033;connectomeDB2020:10368033;connectomeDB2020:10438490;connectomeDB2020:12695525;connectomeDB2020:15001692;connectomeDB2020:15068617;connectomeDB2020:15520004;connectomeDB2020:7681836;connectomeDB2020:8349705;scConnect:7681836;scConnect:8349705]	axon [GO:0030424]; extracellular region [GO:0005576]; extracellular space [GO:0005615]	hormone activity [GO:0005179]; neuropeptide hormone activity [GO:0005184]; peptide hormone receptor binding [GO:0051428]	axonogenesis [GO:0007409]; digestion [GO:0007586]; eating behavior [GO:0042755]; neuron migration [GO:0001764]; signal transduction [GO:0007165]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCK&keywords=CCK	0.310812706741573	573	26.521387942592593	0.01171932653910936	793	0.007874015748031496	0.0034930139720558886	0	0.07098321342925676	0.01683501683501683	0.008460236886632826	0.015412511332728921	0.008156606851549756	0.0022197558268590455	0.0011016157030311123	0.018582190457794006	297	369	210	0.013919834276632423	0.15947315430831788	0.0791466167250931	1.334940962256434	332	337	65	0.1102540834845735	0.01618705035971223	1.1541666666666666	0.00357634112792297	0.041526374859708205	0.04596665164488509	0.365918097754293	0.7322623828647927	0.048582995951417
CCL1	C-C motif chemokine ligand 1	Yes		ENSG00000108702	P22362	Intercrine beta (chemokine CC) family	18	ligand	extracellular, intracellular, ligand, secreted	P32246, P51685, Q16570, Q9NPB9	ACKR1, ACKR4, CCR1, CCR8	CCR8 [Baccin2019:10419462;Baccin2019:11154210;Baccin2019:12645948;Baccin2019:12967681;Baccin2019:16221874;Baccin2019:9211859;CellPhoneDB:24218476;Cellinker:10419462;Cellinker:11154210;Cellinker:12645948;Cellinker:12967681;Cellinker:16221874;Cellinker:9211859;DIP:10910894;DIP:11470772;DIP:9211859;DIP:9469461;Guide2Pharma:10419462;Guide2Pharma:11154210;Guide2Pharma:16221874;HPMR:12645948;HPRD:12967681;HPRD:9211859;ICELLNET:9207005;InnateDB:9211859;LRdb:10699158;SIGNOR:12645948;connectomeDB2020:10419462;connectomeDB2020:11154210;connectomeDB2020:12645948;connectomeDB2020:12967681;connectomeDB2020:16221874;connectomeDB2020:9211859;scConnect:10419462;scConnect:11154210;scConnect:16221874], ACKR4 [NA], ACKR1 [CellChatDB:26740381;Cellinker:26740381], CCR1 [DIP:10910894;DIP:11470772]	extracellular region [GO:0005576]; extracellular space [GO:0005615]	CCR chemokine receptor binding [GO:0048020]; chemokine activity [GO:0008009]	antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular calcium ion homeostasis [GO:0006874]; cellular response to interferon-gamma [GO:0071346]; cellular response to interleukin-1 [GO:0071347]; cellular response to tumor necrosis factor [GO:0071356]; chemokine-mediated signaling pathway [GO:0070098]; chemotaxis [GO:0006935]; eosinophil chemotaxis [GO:0048245]; G protein-coupled receptor signaling pathway [GO:0007186]; inflammatory response [GO:0006954]; killing of cells of other organism [GO:0031640]; lymphocyte chemotaxis [GO:0048247]; monocyte chemotaxis [GO:0002548]; neutrophil chemotaxis [GO:0030593]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of GTPase activity [GO:0043547]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-17 production [GO:0032740]; positive regulation of monocyte chemotaxis [GO:0090026]; signal transduction [GO:0007165]; viral process [GO:0016032]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL1&keywords=CCL1	0.019922932584269665	795	0.023337109259259258	0.8537024441500011	290	0	0	0	0	0	0	0	0	0	0	0	303	409	401	0	1	1	1	135	131	101	0	0	0	0	0	0	0	0	0
CCL11	C-C motif chemokine ligand 11	Yes		ENSG00000172156	P51671	Intercrine beta (chemokine CC) family	19	ligand	extracellular, intracellular, ligand, secreted	O00590, P27487, P41597, P49682, P51677, P51681, Q16570, Q9NPB9	ACKR1, ACKR2, ACKR4, CCR2, CCR3, CCR5, CXCR3, DPP4	CCR2 [Baccin2019:11264152;Baccin2019:12149192;Baccin2019:12554737;Baccin2019:15207250;Baccin2019:9115216;Baccin2019:9195948;Baccin2019:9276730;CellTalkDB:12554737;Cellinker:11264152;Cellinker:12554737;Cellinker:15207250;Guide2Pharma:12554737;Guide2Pharma:15207250;HPRD:11264152;ICELLNET:22633458;InnateDB:11264152;LRdb:11264152;LRdb:12554737;LRdb:15207250;connectomeDB2020:11264152;connectomeDB2020:12554737;connectomeDB2020:15207250;scConnect:12554737;scConnect:15207250], CCR3 [Baccin2019:10488147;Baccin2019:10854442;Baccin2019:12149192;Baccin2019:12761559;Baccin2019:16339911;Baccin2019:8609214;Baccin2019:8642344;Baccin2019:8676064;Baccin2019:9005985;Baccin2019:9276730;Baccin2019:9712872;CellPhoneDB:24218476;CellTalkDB:10699158;Cellinker:10488147;Cellinker:10854442;Cellinker:12761559;Cellinker:16339911;Cellinker:8609214;Cellinker:8642344;Cellinker:8676064;Cellinker:9276730;Cellinker:9712872;DIP:10733106;DIP:25450766;DIP:9169459;DIP:9207005;Guide2Pharma:10488147;Guide2Pharma:10854442;Guide2Pharma:12761559;Guide2Pharma:16339911;Guide2Pharma:8642344;Guide2Pharma:9276730;HPRD:8609214;HPRD:8642344;HPRD:8676064;HPRD:9712872;ICELLNET:22633458;InnateDB:12218106;InnateDB:16102831;InnateDB:8642344;LRdb:10699158;Lit-BM-17:10733106;Lit-BM-17:23597562;Lit-BM-17:8642344;Lit-BM-17:9169459;Lit-BM-17:9207005;SIGNOR:10706854;SIGNOR:24702154;connectomeDB2020:10488147;connectomeDB2020:10854442;connectomeDB2020:12761559;connectomeDB2020:16339911;connectomeDB2020:8609214;connectomeDB2020:8642344;connectomeDB2020:8676064;connectomeDB2020:9276730;connectomeDB2020:9712872;scConnect:10488147;scConnect:10854442;scConnect:12761559;scConnect:16339911;scConnect:8642344;scConnect:9276730], CCR5 [Baccin2019:10477718;Baccin2019:11264152;Baccin2019:12964882;Baccin2019:9468473;Baccin2019:9790730;CellTalkDB:10699158;Cellinker:10477718;Cellinker:11264152;DIP:10477718;Guide2Pharma:10477718;HPRD:10477718;HPRD:11264152;ICELLNET:22633458;InnateDB:10477718;LRdb:10699158;connectomeDB2020:10477718;connectomeDB2020:11264152;scConnect:10477718], CXCR3 [Baccin2019:96607939660793;CellTalkDB:9660793;Cellinker:9660793;DIP:9660793;Guide2Pharma:9660793;ICELLNET:22633458;LRdb:9660793;connectomeDB2020:9660793;scConnect:9660793], ACKR1 [CellChatDB:26740381;CellTalkDB:10699158;Cellinker:26740381;Cellinker:29637711;ICELLNET:22633458;LRdb:10699158], ACKR2 [CellChatDB:26740381;CellPhoneDB:24218476;CellTalkDB:10699158;Cellinker:26740381;Cellinker:9405404;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;connectomeDB2020:9405404], DPP4 [CellPhoneDB:24218476;CellTalkDB:9660793;Cellinker:17156337;HPRD:11390394;IntAct:18275857;IntAct:21314817], ACKR4 [CellTalkDB:10734104;Cellinker:10734104;HPRD:10734104;HPRD:9405404;LRdb:10734104;connectomeDB2020:10734104]	extracellular region [GO:0005576]; extracellular space [GO:0005615]	CCR3 chemokine receptor binding [GO:0031728]; CCR chemokine receptor binding [GO:0048020]; chemokine activity [GO:0008009]; protein dimerization activity [GO:0046983]; receptor ligand activity [GO:0048018]	antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; branching involved in mammary gland duct morphogenesis [GO:0060444]; cell adhesion [GO:0007155]; cellular calcium ion homeostasis [GO:0006874]; cellular response to interferon-gamma [GO:0071346]; cellular response to interleukin-1 [GO:0071347]; cellular response to tumor necrosis factor [GO:0071356]; chemokine-mediated signaling pathway [GO:0070098]; chemotaxis [GO:0006935]; cytoskeleton organization [GO:0007010]; eosinophil chemotaxis [GO:0048245]; G protein-coupled receptor signaling pathway [GO:0007186]; inflammatory response [GO:0006954]; killing of cells of other organism [GO:0031640]; learning or memory [GO:0007611]; lymphocyte chemotaxis [GO:0048247]; mammary duct terminal end bud growth [GO:0060763]; modulation of age-related behavioral decline [GO:0090647]; monocyte chemotaxis [GO:0002548]; negative regulation of neurogenesis [GO:0050768]; neutrophil chemotaxis [GO:0030593]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cell migration [GO:0030335]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of GTPase activity [GO:0043547]; protein phosphorylation [GO:0006468]; regulation of cell shape [GO:0008360]; response to radiation [GO:0009314]; response to virus [GO:0009615]; signal transduction [GO:0007165]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL11&keywords=CCL11	0.26876030561797754	587	2.9694757277777777	0.09050769267217972	619	0	4.99001996007984e-4	0.0022123893805309734	0.18369304556354935	0	0	9.066183136899365e-4	0	0	1.0014688209373749e-4	5.022213637241645e-4	303	406	384	0.017083038499963284	5.853725297621097e-6	0.005868177097197506	0.029404512743676697	514	484	414	0	0	0	0	0	0	0	0	0
